genre,price,release_date,rating,publisher
RPG,35.28,2011-02-13,8.1,Indie Studio
Sports,25.59,2021-06-11,8.2,Sony
Adventure,36.93,2018-11-22,7.5,EA
Adventure,4.89,2023-02-24,1.2,Valve
RPG,5.27,2010-05-14,6.1,EA
Adventure,10.31,2023-05-16,7.7,Indie Studio
RPG,31.08,2023-07-31,5.0,Microsoft
Action,12.84,2011-10-29,9.5,Sony
RPG,17.0,2010-10-04,8.4,EA
RPG,24.02,2019-01-21,6.7,Valve
Strategy,48.71,2012-05-31,1.6,Nintendo
RPG,0.83,2015-08-23,6.9,Ubisoft
RPG,38.96,2015-09-14,9.2,Sony
Sports,40.13,2013-05-22,4.4,Sony
Action,47.92,2016-09-18,8.5,Valve
Strategy,55.97,2010-06-08,3.8,Nintendo
Sports,1.21,2024-04-26,6.1,Nintendo
Simulation,9.23,2017-02-09,6.8,Ubisoft
Action,53.17,2020-06-12,7.1,Nintendo
Action,27.51,2021-12-23,8.9,Valve
Simulation,33.88,2016-12-01,3.1,Microsoft
RPG,39.78,2010-04-21,3.4,Nintendo
Sports,40.74,2011-06-26,7.3,Microsoft
Adventure,55.9,2013-02-12,2.6,Indie Studio
Strategy,59.82,2018-12-28,5.2,Indie Studio
Adventure,43.21,2019-11-20,1.2,Microsoft
Simulation,17.23,2022-03-14,2.3,Valve
Action,52.79,2019-09-28,7.1,Sony
Action,2.95,2016-08-16,7.7,Sony
Strategy,13.86,2024-08-09,2.0,Sony
Action,53.84,2014-10-23,3.0,EA
Action,15.37,2018-06-14,1.9,Sony
Strategy,13.24,2023-10-30,4.9,Valve
Sports,8.29,2016-04-25,2.1,Ubisoft
Sports,51.55,2012-09-02,4.9,Indie Studio
Strategy,30.0,2023-09-18,7.6,Nintendo
Simulation,40.49,2024-05-14,7.2,Sony
Action,14.34,2011-12-24,3.5,EA
Action,45.48,2017-01-14,7.1,Indie Studio
Simulation,45.6,2010-11-21,9.3,Indie Studio
Sports,18.76,2014-03-10,4.1,Microsoft
RPG,24.64,2024-02-26,4.0,EA
RPG,12.58,2015-04-30,6.1,Valve
RPG,58.59,2022-04-14,3.2,Ubisoft
Sports,38.74,2016-08-27,6.9,Sony
Sports,56.07,2021-04-04,8.5,Sony
Simulation,18.2,2019-08-12,5.1,EA
Action,46.91,2012-04-25,7.1,Valve
Simulation,45.95,2023-08-05,6.9,EA
Simulation,41.5,2011-07-22,1.3,EA
Sports,57.94,2020-02-06,2.7,Ubisoft
RPG,23.61,2015-12-20,9.0,Valve
Adventure,7.84,2015-07-13,9.5,Ubisoft
Action,40.3,2019-02-02,8.0,Valve
Sports,43.76,2016-05-09,9.3,Sony
RPG,34.5,2014-07-05,3.8,Nintendo
Adventure,12.41,2020-12-17,3.2,Microsoft
Adventure,30.27,2020-09-14,4.5,Nintendo
Sports,18.73,2019-05-14,1.5,Indie Studio
Strategy,25.65,2016-12-06,8.3,Valve
Action,38.71,2010-12-23,9.9,Nintendo
Adventure,44.71,2018-06-09,8.4,EA
Sports,13.93,2016-03-30,6.0,Sony
Sports,24.32,2021-04-24,3.7,Microsoft
RPG,16.15,2016-09-26,2.8,Microsoft
Strategy,11.92,2024-01-11,4.3,Indie Studio
Action,47.0,2017-08-19,7.0,Microsoft
Simulation,54.56,2021-07-11,5.0,Sony
RPG,22.21,2013-04-12,9.4,Nintendo
Adventure,45.08,2013-07-02,8.7,Microsoft
Adventure,53.82,2011-04-11,1.9,Microsoft
RPG,50.77,2020-12-14,2.2,Valve
Sports,10.97,2019-03-03,7.1,EA
Adventure,57.38,2014-01-27,3.1,Valve
Strategy,22.6,2023-07-14,8.1,Nintendo
Action,20.35,2022-08-03,6.3,Sony
Strategy,3.75,2022-06-03,3.1,Sony
Adventure,29.17,2010-11-22,5.3,Valve
Simulation,6.54,2014-11-01,4.7,Ubisoft
Action,14.91,2021-05-25,8.9,Valve
Action,19.02,2010-10-31,1.3,Ubisoft
RPG,48.53,2023-11-16,9.1,Indie Studio
RPG,52.53,2022-07-16,6.9,Valve
Simulation,18.15,2023-10-04,7.6,Ubisoft
Sports,51.52,2013-12-11,1.0,Ubisoft
Action,51.43,2010-05-29,6.7,Microsoft
Simulation,45.88,2018-04-23,6.3,Indie Studio
RPG,8.8,2017-03-16,5.8,Microsoft
RPG,41.42,2024-04-17,8.1,Ubisoft
Action,56.7,2010-04-06,6.0,Ubisoft
Strategy,40.95,2019-06-18,8.7,EA
Adventure,19.9,2021-12-26,3.1,Ubisoft
RPG,30.03,2016-06-27,8.3,Microsoft
Sports,38.74,2019-06-30,2.6,Ubisoft
Sports,30.63,2011-06-13,8.3,Sony
RPG,7.2,2016-04-29,9.5,EA
Strategy,18.72,2022-10-20,4.0,Ubisoft
Strategy,48.14,2014-07-22,5.8,Microsoft
Simulation,51.69,2019-03-19,6.9,Microsoft
Sports,8.24,2016-05-30,1.7,Nintendo
Simulation,57.14,2023-06-07,5.4,Microsoft
Sports,19.73,2011-11-24,4.2,EA
Adventure,39.74,2021-11-09,8.9,Microsoft
Adventure,45.11,2012-08-09,8.9,Sony
Action,48.72,2013-09-22,7.3,Valve
Simulation,56.74,2024-01-15,6.9,Sony
RPG,18.78,2011-06-23,7.6,Indie Studio
Simulation,51.51,2012-03-30,4.3,Sony
RPG,7.9,2018-08-29,4.6,EA
Strategy,42.3,2020-09-30,6.0,EA
Simulation,44.52,2010-09-29,9.4,Nintendo
Strategy,40.66,2012-10-25,7.5,Microsoft
Adventure,15.14,2020-01-14,6.0,Nintendo
Adventure,52.38,2013-05-27,7.9,EA
Action,10.13,2013-02-15,4.3,Microsoft
Simulation,3.22,2011-08-16,7.6,EA
Strategy,43.05,2014-05-25,4.7,EA
RPG,28.53,2021-07-12,3.5,Valve
Adventure,50.95,2019-04-01,6.5,Sony
Adventure,23.0,2021-02-23,7.2,Nintendo
RPG,10.1,2021-10-12,5.1,Nintendo
Strategy,50.19,2020-02-12,6.1,Ubisoft
Strategy,32.93,2016-06-08,7.2,Indie Studio
Simulation,11.35,2021-07-09,7.9,Valve
Simulation,43.22,2013-12-11,9.1,EA
Sports,30.67,2019-12-06,4.2,EA
Sports,36.26,2015-02-26,9.6,Valve
Action,27.65,2020-02-29,6.7,Microsoft
Adventure,49.72,2010-07-04,8.1,Nintendo
Simulation,49.77,2023-09-06,7.3,EA
Strategy,42.56,2010-08-09,2.9,Indie Studio
RPG,6.32,2018-09-24,1.6,Ubisoft
Strategy,50.33,2012-12-29,7.5,Nintendo
Adventure,40.26,2018-01-24,5.6,Sony
Sports,41.82,2016-10-10,7.3,Indie Studio
Strategy,21.78,2017-02-28,5.3,Valve
Action,52.76,2015-07-06,3.8,Nintendo
Adventure,43.52,2016-10-26,3.6,Sony
Sports,6.76,2011-08-24,7.6,Ubisoft
RPG,24.47,2013-03-06,3.5,Microsoft
Sports,53.18,2022-08-05,7.4,Valve
Action,2.83,2021-10-23,4.5,Microsoft
Adventure,57.68,2017-06-28,7.9,Indie Studio
RPG,40.75,2016-01-28,2.3,EA
Action,37.88,2022-11-21,2.8,Microsoft
Sports,16.23,2013-02-26,7.2,EA
Action,14.93,2010-02-26,6.0,Indie Studio
Adventure,56.52,2013-04-19,2.8,Sony
Simulation,17.9,2021-11-20,9.1,Nintendo
Action,46.53,2010-05-24,3.5,Ubisoft
Action,23.59,2011-01-03,4.8,Sony
Sports,8.36,2014-01-22,2.8,Ubisoft
Sports,0.64,2011-09-08,4.5,Microsoft
RPG,32.66,2019-12-18,5.4,Ubisoft
Sports,58.55,2019-02-11,3.7,Microsoft
Strategy,22.15,2018-11-02,7.9,Ubisoft
Adventure,21.43,2014-05-08,4.5,Valve
Adventure,20.65,2016-10-25,7.6,Sony
Simulation,31.23,2018-03-23,2.9,Valve
Simulation,26.44,2011-11-30,4.4,Nintendo
Adventure,52.79,2023-08-12,1.1,Nintendo
Simulation,30.33,2017-09-24,7.8,EA
RPG,30.47,2012-08-02,6.6,EA
Sports,8.3,2020-08-17,8.4,EA
Adventure,58.96,2012-07-11,5.1,Indie Studio
Simulation,15.0,2014-10-13,8.2,Nintendo
Adventure,4.4,2021-04-13,6.8,Ubisoft
Strategy,39.79,2017-10-24,1.0,Microsoft
Action,35.72,2014-04-09,3.3,Indie Studio
Sports,24.91,2012-12-19,5.4,Ubisoft
Adventure,25.33,2019-09-09,6.6,Sony
Action,47.1,2011-03-10,1.6,Nintendo
Simulation,11.74,2018-01-05,7.3,Microsoft
Action,49.22,2012-12-25,5.9,Microsoft
Sports,38.92,2018-02-05,5.7,Microsoft
Adventure,25.14,2017-02-25,3.6,EA
Strategy,27.48,2021-06-23,6.4,Microsoft
Simulation,15.4,2020-04-17,1.2,Microsoft
Adventure,45.13,2021-09-03,1.6,Nintendo
Sports,30.77,2015-09-21,7.6,Ubisoft
Simulation,19.25,2015-03-18,3.9,Indie Studio
RPG,35.76,2017-01-11,4.1,Indie Studio
Action,59.74,2015-06-22,2.9,Ubisoft
Sports,26.12,2018-07-12,5.0,Valve
RPG,55.24,2018-03-14,1.5,Valve
Adventure,20.7,2024-04-26,3.7,Sony
Strategy,3.28,2015-07-04,5.7,Nintendo
Simulation,12.25,2023-04-07,5.2,Valve
Action,25.12,2015-03-07,10.0,Valve
Simulation,13.18,2012-04-10,4.5,Nintendo
Adventure,0.01,2010-02-18,4.5,Ubisoft
Simulation,54.9,2021-07-12,5.5,Sony
Action,50.63,2013-03-24,2.7,Sony
Adventure,44.54,2018-04-22,8.9,Sony
Simulation,10.07,2010-03-12,6.2,Valve
Strategy,7.22,2024-12-08,2.7,Ubisoft
Sports,4.06,2010-03-08,8.1,Sony
Adventure,43.44,2014-11-13,1.3,Nintendo
Sports,55.73,2023-11-11,9.8,Sony
Adventure,25.83,2016-02-07,8.8,Indie Studio
Strategy,7.15,2014-11-25,6.2,EA
Sports,30.74,2011-09-05,2.0,Ubisoft
RPG,20.93,2015-03-02,2.9,EA
Action,22.49,2014-06-11,3.5,Ubisoft
RPG,37.28,2011-11-28,3.2,Microsoft
Simulation,43.12,2013-05-22,5.5,Nintendo
Strategy,6.64,2016-08-03,9.5,Microsoft
RPG,2.14,2010-09-06,5.0,Valve
Adventure,59.66,2011-09-30,7.0,Valve
Simulation,13.96,2012-08-07,7.2,Microsoft
Simulation,3.23,2015-03-20,8.8,Ubisoft
RPG,11.39,2019-10-28,1.3,Sony
RPG,2.34,2013-01-16,4.6,EA
Strategy,23.51,2010-06-25,8.1,Nintendo
Action,48.14,2011-12-24,8.3,Sony
RPG,20.47,2020-07-09,9.3,Valve
RPG,26.65,2020-01-23,7.3,Sony
Sports,40.54,2023-04-29,3.2,Microsoft
Adventure,30.53,2015-05-02,5.6,Microsoft
Sports,51.69,2011-12-04,1.3,Indie Studio
Sports,51.96,2015-10-30,6.8,Indie Studio
Simulation,0.59,2012-07-15,6.0,EA
Action,46.68,2021-08-04,7.0,Valve
Adventure,27.64,2019-08-06,9.4,Ubisoft
Strategy,59.33,2016-11-22,7.2,Nintendo
Strategy,28.99,2016-07-25,3.9,Microsoft
RPG,59.21,2013-02-23,2.8,Nintendo
RPG,45.27,2019-04-04,8.7,Valve
Strategy,14.92,2015-02-22,2.7,Ubisoft
RPG,32.3,2013-06-07,2.5,Indie Studio
Action,59.53,2014-01-23,2.9,Microsoft
Sports,51.45,2024-12-17,5.6,EA
RPG,5.84,2010-11-06,2.1,Nintendo
Simulation,42.38,2024-01-27,9.4,Valve
RPG,20.73,2020-10-27,9.7,Nintendo
Adventure,0.42,2018-05-08,9.8,Indie Studio
Action,24.21,2014-04-14,1.4,Indie Studio
Adventure,14.09,2014-02-09,9.5,Ubisoft
Adventure,49.13,2023-04-28,10.0,EA
Simulation,20.24,2010-01-16,9.5,Indie Studio
Action,49.65,2011-08-29,7.0,Ubisoft
Action,0.04,2013-10-13,7.3,Indie Studio
Action,18.47,2023-06-10,2.1,Microsoft
Action,14.47,2019-04-07,8.9,Sony
Action,14.01,2012-06-13,1.5,Ubisoft
Simulation,4.09,2014-04-17,3.9,Ubisoft
RPG,11.23,2011-02-18,9.9,Nintendo
Adventure,33.33,2021-04-13,4.8,Indie Studio
Action,17.48,2015-06-28,2.2,Ubisoft
RPG,25.04,2010-11-12,9.7,Valve
RPG,22.61,2022-10-11,9.9,Microsoft
Adventure,52.55,2023-03-14,2.7,Nintendo
Simulation,54.32,2018-05-14,8.8,Nintendo
Strategy,29.58,2015-01-24,4.5,Sony
Strategy,19.81,2024-10-09,4.4,Microsoft
RPG,6.41,2015-05-08,3.4,Valve
Sports,57.2,2011-01-24,1.4,Microsoft
Sports,3.61,2017-08-01,3.4,Ubisoft
Adventure,17.86,2022-06-06,1.5,Sony
Strategy,17.88,2018-05-05,9.3,Valve
RPG,19.22,2023-11-15,7.0,Sony
Simulation,9.86,2016-08-12,9.0,Microsoft
Strategy,46.99,2016-07-17,7.5,EA
RPG,7.35,2010-10-31,2.2,Microsoft
RPG,38.09,2012-02-03,9.5,Ubisoft
Action,7.43,2015-05-28,9.1,Sony
Simulation,4.23,2012-03-26,4.1,EA
Action,54.57,2012-05-27,2.0,Ubisoft
Adventure,11.41,2023-02-20,7.3,Sony
Action,49.28,2023-10-19,7.6,Sony
Action,32.68,2016-05-15,9.1,Microsoft
Strategy,4.67,2016-08-26,1.5,Indie Studio
Sports,57.33,2015-08-23,2.3,Sony
RPG,14.82,2022-01-16,6.4,Sony
Simulation,51.58,2014-04-29,6.6,Nintendo
Action,10.13,2021-08-26,1.3,Indie Studio
Simulation,51.24,2016-01-11,4.6,Sony
Sports,0.79,2019-11-07,6.3,Microsoft
Sports,30.71,2013-04-18,7.6,Nintendo
Action,46.17,2016-08-21,3.8,Nintendo
Adventure,56.09,2020-08-11,5.4,EA
Action,54.55,2017-09-24,8.3,Ubisoft
Strategy,49.18,2024-06-23,9.6,Nintendo
RPG,53.29,2018-12-30,3.1,Valve
Adventure,11.95,2024-06-05,3.3,Nintendo
Action,17.05,2015-08-26,9.5,Valve
Simulation,17.34,2024-04-07,4.6,Indie Studio
Adventure,22.62,2024-05-06,7.5,EA
Adventure,23.6,2015-06-03,6.5,Valve
Action,32.67,2021-11-27,3.6,EA
Adventure,9.59,2018-07-29,6.9,EA
Simulation,41.47,2018-06-20,6.9,EA
Sports,10.05,2023-03-20,6.3,Valve
Adventure,18.62,2020-01-13,1.9,Valve
Sports,30.2,2016-05-25,10.0,EA
Simulation,47.79,2019-11-24,4.6,Indie Studio
Action,44.37,2011-05-13,6.7,EA
RPG,38.73,2020-06-14,9.0,Indie Studio
Adventure,9.35,2022-09-18,4.8,Ubisoft
RPG,32.82,2023-11-05,8.0,Indie Studio
Simulation,5.25,2010-05-12,9.7,Indie Studio
Adventure,22.64,2024-11-26,4.2,Indie Studio
Sports,24.81,2012-05-07,4.6,EA
Strategy,2.39,2024-05-18,9.2,Sony
RPG,16.44,2011-06-05,2.4,Ubisoft
Adventure,57.34,2010-01-30,1.3,Ubisoft
RPG,57.22,2019-04-20,9.2,Ubisoft
Adventure,21.14,2022-08-10,8.4,Sony
Action,2.59,2013-06-14,9.8,Ubisoft
Sports,10.75,2014-04-08,1.5,Ubisoft
RPG,23.53,2010-01-16,2.4,Valve
Strategy,56.87,2019-11-15,1.9,Microsoft
Strategy,8.47,2023-12-11,7.2,Valve
Simulation,45.81,2014-05-27,6.5,EA
Adventure,6.52,2019-08-19,4.2,EA
RPG,58.88,2015-07-10,1.5,Indie Studio
Simulation,22.9,2019-10-15,6.8,Nintendo
RPG,46.51,2024-08-24,6.1,Microsoft
Adventure,20.56,2014-10-10,2.0,Sony
Strategy,37.66,2020-05-19,9.2,Valve
Action,11.52,2019-12-14,2.8,EA
Strategy,8.76,2012-12-24,7.7,Sony
Simulation,56.28,2013-09-23,9.0,Ubisoft
Sports,55.06,2019-03-27,6.2,Sony
Action,53.25,2022-04-01,3.2,Valve
Simulation,37.53,2024-06-30,3.8,Microsoft
Adventure,48.5,2011-04-21,9.0,Nintendo
Action,4.14,2013-07-13,3.7,Indie Studio
Simulation,20.09,2010-11-25,7.7,Valve
Adventure,18.82,2021-01-27,9.9,Indie Studio
Strategy,38.14,2015-01-14,10.0,Microsoft
Sports,21.36,2013-04-01,5.8,EA
Adventure,8.91,2022-05-31,8.4,Indie Studio
RPG,35.79,2019-05-08,9.9,EA
Adventure,48.86,2019-09-07,4.4,Sony
Adventure,22.93,2014-11-09,3.3,Valve
Sports,7.94,2024-07-24,2.0,EA
RPG,11.8,2015-08-26,2.3,Ubisoft
Simulation,14.25,2015-01-19,8.7,Ubisoft
Simulation,17.99,2024-10-29,6.3,Nintendo
Adventure,38.57,2023-08-04,8.9,Sony
RPG,36.06,2017-01-02,8.1,EA
RPG,41.76,2023-11-28,7.1,Nintendo
Sports,21.75,2013-06-16,6.5,Ubisoft
Strategy,49.44,2024-11-03,1.4,Nintendo
Simulation,12.25,2019-01-05,8.9,Nintendo
Sports,28.14,2012-10-15,4.8,EA
Action,48.06,2014-11-25,6.0,EA
Simulation,10.81,2019-08-26,1.2,EA
Sports,6.59,2019-08-06,9.4,Sony
Simulation,53.02,2012-03-17,9.1,Indie Studio
Strategy,20.58,2017-04-20,5.9,Nintendo
Action,41.03,2024-10-28,6.2,Nintendo
Strategy,1.52,2024-05-04,7.3,Sony
Action,41.4,2011-02-09,3.4,Ubisoft
Adventure,18.97,2011-08-17,3.0,Valve
Sports,3.34,2020-10-24,7.1,Indie Studio
Action,36.59,2021-03-31,1.9,Ubisoft
Strategy,14.45,2018-12-25,5.1,Sony
Simulation,23.21,2016-01-22,5.4,Indie Studio
Action,4.83,2024-10-27,4.4,Indie Studio
Sports,8.83,2014-03-23,2.7,Nintendo
Action,17.88,2011-09-06,4.2,Nintendo
RPG,5.39,2012-05-18,4.0,EA
Simulation,54.65,2012-03-22,5.5,EA
Sports,0.36,2014-12-28,7.1,Nintendo
Sports,29.03,2023-04-25,9.7,Nintendo
Adventure,7.39,2021-06-09,2.3,Microsoft
Strategy,18.46,2014-10-11,8.9,Indie Studio
Adventure,55.56,2016-03-06,3.6,EA
Sports,9.7,2021-01-25,6.3,EA
Simulation,57.95,2020-01-16,5.9,Ubisoft
Action,12.35,2011-06-06,6.0,Nintendo
Action,44.49,2024-11-06,7.5,Indie Studio
Simulation,32.8,2023-12-08,4.4,Nintendo
Sports,53.07,2014-03-06,3.9,Sony
Action,33.24,2014-01-09,8.7,Ubisoft
Action,32.07,2017-04-29,3.0,Valve
Action,11.73,2014-02-22,2.6,Valve
Strategy,9.97,2023-05-09,1.1,Valve
Strategy,54.99,2013-12-22,2.9,Indie Studio
RPG,19.67,2022-09-29,5.7,Microsoft
Adventure,22.32,2019-05-24,5.8,EA
Simulation,45.59,2018-03-27,3.3,Indie Studio
Simulation,20.33,2018-07-22,1.7,Valve
Simulation,57.12,2014-10-20,7.7,Sony
RPG,44.28,2023-07-27,7.8,Indie Studio
Strategy,35.85,2014-06-01,10.0,Indie Studio
Sports,52.85,2018-12-20,9.1,EA
Sports,2.98,2011-07-10,9.3,EA
RPG,15.42,2021-08-22,8.2,Valve
Sports,27.9,2015-08-12,6.5,EA
Simulation,13.62,2024-12-29,2.2,Ubisoft
Adventure,44.63,2012-04-04,6.6,Ubisoft
Action,55.15,2017-10-20,1.5,Valve
Strategy,25.43,2018-04-19,9.0,Indie Studio
Strategy,20.53,2012-12-17,5.3,Sony
RPG,57.69,2019-02-08,7.3,EA
Strategy,26.69,2024-07-05,1.5,Nintendo
Simulation,29.34,2011-05-08,5.8,Indie Studio
Sports,21.1,2023-01-17,3.7,Valve
Simulation,54.57,2010-03-16,3.6,Microsoft
RPG,34.14,2018-03-11,4.5,EA
Simulation,45.73,2019-03-15,1.0,Valve
Sports,48.71,2011-01-06,5.2,Valve
Adventure,20.51,2022-10-27,5.4,Sony
RPG,26.02,2010-11-25,8.8,Nintendo
Adventure,50.91,2022-10-30,5.0,EA
Action,21.8,2014-11-26,4.3,Valve
Adventure,47.64,2012-02-16,10.0,Valve
Action,56.46,2015-07-16,6.1,Indie Studio
Action,37.39,2022-10-19,5.3,EA
Adventure,44.5,2021-10-26,5.5,Valve
RPG,48.31,2013-04-02,8.3,Valve
Sports,50.7,2014-02-12,4.1,Valve
Simulation,23.7,2019-01-05,4.5,Ubisoft
Simulation,3.08,2019-02-08,7.8,Ubisoft
Sports,24.11,2010-07-07,1.7,Nintendo
Action,40.43,2013-04-29,8.8,Sony
Action,27.02,2018-12-31,4.9,Indie Studio
RPG,44.94,2019-06-09,6.2,Indie Studio
Strategy,21.42,2013-01-14,7.8,EA
Adventure,38.08,2016-11-26,3.4,Sony
Action,11.19,2023-07-11,9.0,Sony
Simulation,44.96,2020-08-15,9.8,Indie Studio
RPG,32.74,2011-06-15,5.4,Ubisoft
Adventure,12.24,2012-12-06,9.4,Nintendo
RPG,17.51,2018-08-03,1.0,Sony
Adventure,44.92,2012-08-20,9.0,Indie Studio
Adventure,28.96,2024-06-01,3.8,Sony
Sports,12.96,2013-11-06,3.8,Valve
Action,58.04,2018-08-04,3.1,EA
RPG,42.91,2011-06-01,3.9,Nintendo
RPG,57.43,2018-08-31,2.9,Indie Studio
Sports,25.63,2014-01-31,9.2,EA
Simulation,28.51,2024-04-10,9.1,Ubisoft
Simulation,53.88,2020-02-07,1.9,Sony
Action,31.5,2021-07-30,2.3,Sony
Action,42.44,2022-01-27,8.8,Microsoft
Strategy,15.13,2011-08-14,4.6,EA
Sports,26.8,2014-03-24,2.5,Ubisoft
Simulation,7.41,2018-05-15,5.6,Indie Studio
Adventure,12.36,2016-01-16,4.8,Microsoft
RPG,0.06,2019-02-22,3.0,Microsoft
Action,2.36,2017-06-01,7.5,Valve
RPG,58.64,2021-01-12,6.7,Microsoft
RPG,14.54,2012-01-18,1.9,Microsoft
Strategy,39.8,2012-03-11,9.3,Valve
Simulation,50.35,2014-02-06,6.0,Sony
Action,33.04,2013-10-11,3.3,Sony
RPG,9.19,2011-11-11,2.9,Nintendo
Action,43.69,2020-04-28,2.2,Microsoft
Adventure,36.02,2019-02-25,4.8,EA
Strategy,43.88,2012-06-15,2.2,Sony
Adventure,46.18,2014-03-27,4.7,Ubisoft
Action,58.52,2018-07-24,2.3,Indie Studio
Action,34.41,2011-11-15,6.9,EA
Simulation,20.5,2013-07-19,8.1,Nintendo
RPG,38.91,2013-10-17,5.9,Microsoft
RPG,4.11,2012-07-31,7.1,Valve
Adventure,53.84,2018-12-25,9.4,Nintendo
Strategy,7.16,2024-10-19,6.7,EA
Sports,19.67,2012-10-30,4.3,Valve
RPG,48.94,2017-08-18,5.0,Ubisoft
Simulation,35.84,2016-02-12,8.7,Valve
Adventure,23.62,2019-12-25,2.2,Valve
Adventure,28.41,2014-06-09,3.9,Ubisoft
Sports,51.27,2019-09-06,6.2,Sony
Simulation,20.4,2018-10-11,7.1,Sony
Strategy,52.18,2017-11-22,7.9,Valve
Simulation,5.29,2023-06-06,3.9,Indie Studio
Strategy,46.61,2010-06-20,2.3,Valve
Simulation,50.85,2014-04-03,9.6,Nintendo
Simulation,10.91,2020-09-02,1.7,Indie Studio
Action,25.82,2014-05-15,1.9,Sony
Adventure,9.93,2014-06-12,5.5,Ubisoft
Simulation,42.4,2021-04-15,8.4,Microsoft
Sports,32.12,2023-12-28,8.0,Microsoft
Simulation,38.12,2012-12-27,9.4,Valve
RPG,11.79,2017-10-08,2.3,Valve
Adventure,12.7,2011-02-12,4.4,Microsoft
RPG,2.49,2024-04-25,3.5,Nintendo
Adventure,19.32,2021-06-01,8.7,Nintendo
RPG,33.58,2011-11-11,5.4,Nintendo
Simulation,51.48,2023-07-16,1.2,EA
Simulation,40.02,2023-08-06,7.4,Ubisoft
Action,26.12,2010-08-25,4.5,EA
Sports,57.19,2017-08-06,5.8,Valve
RPG,43.15,2019-05-31,9.0,Nintendo
Strategy,55.81,2019-03-12,3.3,Nintendo
Action,31.66,2017-11-17,3.2,Microsoft
RPG,15.53,2023-09-11,3.4,Microsoft
RPG,3.17,2016-08-20,4.0,Indie Studio
Action,43.57,2022-11-28,2.0,Nintendo
Simulation,7.28,2018-08-14,7.3,Sony
RPG,18.17,2012-10-29,2.9,Microsoft
Simulation,31.95,2017-10-25,9.3,Ubisoft
Action,33.86,2018-01-19,2.9,EA
Simulation,36.03,2020-02-19,3.3,Ubisoft
Adventure,9.98,2024-10-23,3.7,Microsoft
Strategy,22.78,2021-02-22,7.9,Nintendo
RPG,37.03,2018-07-30,4.8,Valve
Sports,58.19,2019-06-23,8.4,Sony
Strategy,43.66,2023-07-14,8.1,Microsoft
Simulation,55.36,2015-04-08,9.4,Ubisoft
RPG,45.73,2011-09-26,7.8,Valve
Simulation,35.5,2024-01-01,1.5,Microsoft
Adventure,11.52,2021-03-27,8.5,Nintendo
Action,40.0,2013-10-24,9.4,Indie Studio
RPG,37.4,2024-02-21,9.9,Nintendo
Adventure,36.15,2019-06-09,2.1,Nintendo
Adventure,29.39,2018-06-26,6.5,Nintendo
RPG,31.72,2024-07-18,2.8,Microsoft
Simulation,20.07,2023-07-16,3.4,Indie Studio
Sports,31.16,2024-12-29,7.7,Sony
Adventure,11.85,2010-03-03,9.8,Sony
Strategy,48.31,2024-03-09,6.4,Ubisoft
Adventure,11.15,2016-10-05,8.7,Microsoft
Sports,5.1,2014-12-23,1.1,Indie Studio
Simulation,26.17,2011-09-25,1.3,Indie Studio
Simulation,39.5,2023-05-20,6.4,Nintendo
Strategy,26.26,2017-02-11,4.5,Sony
Adventure,16.61,2019-06-14,9.0,Microsoft
Simulation,33.49,2013-07-24,3.7,Valve
Sports,20.82,2017-04-07,4.9,Sony
RPG,55.97,2013-12-25,5.8,Sony
Action,55.36,2013-02-12,3.5,Indie Studio
Action,30.14,2018-09-28,9.2,Ubisoft
Action,19.67,2022-08-26,5.2,Sony
Adventure,44.23,2023-09-04,4.8,Valve
Strategy,2.2,2016-01-20,8.6,Nintendo
Simulation,28.49,2023-05-15,3.8,EA
RPG,20.18,2020-04-17,8.4,Ubisoft
Sports,55.23,2018-04-18,2.1,Valve
RPG,0.72,2013-09-22,2.6,Ubisoft
Sports,33.17,2016-08-23,9.6,Microsoft
Adventure,44.44,2021-09-08,8.6,Nintendo
Action,29.1,2023-12-14,4.5,Sony
Adventure,5.12,2010-03-05,6.7,Microsoft
Strategy,58.35,2013-09-07,9.5,Sony
Strategy,31.08,2012-09-01,2.9,Indie Studio
Sports,36.85,2021-05-24,1.5,Valve
Simulation,14.2,2019-12-08,5.8,Nintendo
Simulation,29.01,2014-06-11,2.3,EA
Sports,25.75,2011-04-03,2.7,EA
Strategy,4.49,2019-02-13,9.0,Sony
Strategy,6.37,2014-10-07,1.1,Microsoft
Strategy,50.25,2018-04-15,8.4,Indie Studio
Adventure,14.39,2015-05-09,5.7,Nintendo
Strategy,11.7,2010-10-07,6.0,Nintendo
RPG,30.29,2016-07-19,7.0,Valve
Action,46.12,2012-11-06,4.9,Microsoft
Strategy,3.72,2012-08-19,2.0,EA
Sports,34.61,2020-07-12,1.9,Valve
Action,7.15,2013-05-02,7.8,Ubisoft
Adventure,2.19,2018-10-26,3.0,Nintendo
Sports,3.16,2011-01-10,1.3,EA
Action,50.05,2021-04-23,9.8,Valve
Sports,7.08,2013-10-24,9.8,Sony
Adventure,2.71,2015-09-08,4.4,Ubisoft
RPG,26.27,2012-02-14,1.2,Valve
Adventure,50.64,2021-10-26,7.5,Sony
Adventure,15.74,2019-05-18,8.5,EA
Sports,25.3,2015-10-25,2.1,EA
Simulation,2.4,2022-07-26,2.2,Ubisoft
Strategy,26.94,2019-11-03,8.4,Sony
Strategy,34.66,2010-10-07,9.3,Nintendo
RPG,34.25,2023-04-04,8.1,Indie Studio
RPG,19.95,2017-09-12,2.8,Indie Studio
